,frame_number,new_people_count,total_people_in_frame,cumulative,flow,coords
630,630,0,14,108,"[([0, 0], [1, -1], 387), ([-7, -3], [-11, 32], 458), ([34, -10], [-3, 1], 481), ([-3, -1], [5, -21], 528), ([16, -3], [-75, -17], 573), ([-1, -5], [-3, -6], 554), ([0, 4], [-2, -11], 339), ([-4, 9], [-7, -16], 588), ([18, 41], [3, -6], 583), ([7, 5], [19, -7], 474), ([1, 10], [1, 10], 602), ([2, -6], [0, 0], 569), ([1, -1], [16, 9], 526), ([14, -1], [14, -1], 603), ([-1, 10], [-3, 27], 572)]","[(387, 821.227294921875, 121.3510971069336), (458, 70.6204605102539, 188.58944702148438), (481, 514.1403198242188, 590.8751220703125), (528, 271.43212890625, 70.4359130859375), (573, 705.9830322265625, 209.4042510986328), (554, 112.1116943359375, 130.70016479492188), (339, 346.72900390625, 33.96672058105469), (588, 84.67495727539062, 135.054443359375), (583, 344.5418395996094, 31.814849853515625), (474, 726.96435546875, 56.55747985839844), (602, 340.708984375, 186.34913635253906), (569, 350.159912109375, 34.23558044433594), (526, 643.7960815429688, 53.152923583984375), (603, 551.06591796875, 353.326416015625), (572, 282.44677734375, 130.3199462890625)]"
631,631,1,14,109,"[([1, 0], [1, -1], 387), ([-6, -2], [-8, 20], 458), ([18, -10], [-3, -1], 481), ([13, -7], [-70, -46], 573), ([1, -2], [-3, -6], 554), ([-1, 5], [0, -10], 339), ([-4, 9], [-10, -21], 588), ([18, 41], [0, -3], 583), ([5, 3], [19, -3], 474), ([1, 10], [1, 9], 602), ([0, -14], [-1, -2], 569), ([1, 5], [12, 8], 526), ([8, -1], [8, -1], 603), ([0, 0], [0, 0], 606), ([-1, 10], [-5, 22], 572)]","[(387, 821.122802734375, 120.74267578125), (458, 69.75006866455078, 186.88340759277344), (481, 513.6474609375, 590.6593017578125), (573, 696.0907592773438, 206.7127685546875), (554, 111.40170288085938, 129.45339965820312), (339, 347.01885986328125, 33.09105682373047), (588, 82.45655822753906, 134.25936889648438), (583, 343.066650390625, 31.594757080078125), (474, 729.043701171875, 56.63108825683594), (602, 340.8641052246094, 184.393310546875), (569, 349.9605712890625, 34.63166809082031), (526, 646.108154296875, 52.51539611816406), (603, 545.0443115234375, 353.659912109375), (606, 249.55645751953125, 45.954200744628906), (572, 283.8889465332031, 135.43777465820312)]"
632,632,0,14,109,"[([2, 0], [0, -2], 387), ([-3, -9], [-8, 10], 458), ([8, -9], [-2, -1], 481), ([0, -8], [-67, -54], 573), ([3, 6], [1, -7], 554), ([-2, 3], [0, -6], 339), ([-4, 9], [-6, -13], 588), ([18, 41], [1, -3], 583), ([2, 1], [15, 0], 474), ([1, 10], [2, 5], 602), ([-1, -2], [-2, -4], 569), ([1, 4], [11, 4], 526), ([4, 0], [4, 0], 603), ([8, -18], [8, -18], 606), ([-1, 10], [-2, 20], 572)]","[(387, 820.2279052734375, 120.1715316772461), (458, 69.43296813964844, 176.98001098632812), (481, 513.231201171875, 589.8856201171875), (573, 681.833251953125, 201.99749755859375), (554, 111.53861999511719, 130.74887084960938), (339, 346.93280029296875, 33.46760559082031), (588, 87.61627197265625, 135.38314819335938), (583, 344.50714111328125, 31.607635498046875), (474, 730.748291015625, 55.263816833496094), (602, 342.38226318359375, 181.41986083984375), (569, 349.50830078125, 35.22895812988281), (526, 648.2689208984375, 46.33030700683594), (603, 541.1005249023438, 354.26495361328125), (606, 257.03460693359375, 45.70953369140625), (572, 288.9897155761719, 138.69534301757812)]"
633,633,0,13,109,"[([2, 0], [-1, -1], 387), ([-2, -12], [-7, 10], 458), ([3, -9], [-3, -1], 481), ([-2, -15], [-66, -49], 573), ([8, 15], [0, -4], 554), ([-2, 3], [0, -1], 339), ([-4, 9], [-8, -14], 588), ([18, 41], [1, -1], 583), ([2, 1], [11, 10], 474), ([1, 10], [3, -1], 602), ([1, 0], [9, 5], 526), ([4, 0], [3, 1], 603), ([9, -25], [9, -25], 606), ([-1, 10], [4, 17], 572)]","[(387, 819.9027099609375, 120.11813354492188), (458, 67.9200210571289, 183.95681762695312), (481, 512.697265625, 589.32666015625), (573, 668.55419921875, 195.78509521484375), (554, 112.13125610351562, 134.77261352539062), (339, 346.71258544921875, 33.89970397949219), (588, 84.20004272460938, 136.6851806640625), (583, 345.02532958984375, 32.100128173828125), (474, 731.917724609375, 55.813316345214844), (602, 343.1961669921875, 180.77166748046875), (526, 649.775146484375, 45.75439453125), (603, 540.5013427734375, 354.71942138671875), (606, 258.04180908203125, 45.44444274902344), (572, 292.4918212890625, 141.29598999023438)]"
634,634,0,13,109,"[([3, 1], [-1, -1], 387), ([0, -2], [-6, 9], 458), ([1, -6], [-2, -2], 481), ([-9, -24], [-61, -41], 573), ([8, 11], [0, 0], 554), ([-2, 2], [1, 7], 339), ([-4, 9], [-9, -18], 588), ([18, 41], [0, 16], 583), ([2, 1], [9, 13], 474), ([1, 10], [4, -16], 602), ([2, -1], [10, 5], 526), ([4, 0], [2, 4], 603), ([8, -25], [8, -25], 606), ([-1, 10], [8, 15], 572)]","[(387, 820.22509765625, 120.1117172241211), (458, 65.4249496459961, 190.6951904296875), (481, 512.3438720703125, 588.1844482421875), (573, 654.4454345703125, 193.47279357910156), (554, 112.73081970214844, 136.48635864257812), (339, 347.00970458984375, 33.868194580078125), (588, 82.94241333007812, 136.0418701171875), (583, 345.56512451171875, 32.49517822265625), (474, 733.5176391601562, 56.697540283203125), (602, 344.10699462890625, 149.0589599609375), (526, 651.4041748046875, 47.80787658691406), (603, 539.0801391601562, 359.611328125), (606, 257.98443603515625, 45.11900329589844), (572, 293.7511291503906, 142.466552734375)]"
635,635,1,14,110,"[([1, 1], [-1, 0], 387), ([0, -2], [-7, 4], 458), ([2, -5], [-3, -2], 481), ([-2, -33], [-71, -42], 573), ([11, 15], [0, 2], 554), ([-1, 3], [1, 2], 339), ([-4, 9], [-2, -6], 588), ([16, 43], [1, 6], 583), ([3, 1], [7, 8], 474), ([1, 10], [4, 3], 602), ([2, -6], [9, 11], 526), ([4, 0], [-13, 5], 603), ([10, -25], [10, -25], 606), ([-1, 10], [16, 8], 572)]","[(387, 820.3278198242188, 120.46755981445312), (458, 63.524234771728516, 193.6256103515625), (481, 511.757568359375, 587.600341796875), (573, 634.947998046875, 186.893310546875), (554, 112.53645324707031, 137.26934814453125), (339, 347.22509765625, 33.90983581542969), (588, 82.24212646484375, 136.6395263671875), (583, 345.88861083984375, 32.838836669921875), (474, 733.9603881835938, 56.22343444824219), (602, 344.8315124511719, 192.3031005859375), (526, 652.243408203125, 44.217010498046875), (603, 538.6668701171875, 361.0347900390625), (606, 259.1315002441406, 43.954986572265625), (572, 298.3626403808594, 142.783447265625)]"
636,636,0,14,110,"[([0, 0], [-1, 1], 387), ([2, 0], [-7, 4], 458), ([3, -2], [-2, -2], 481), ([-2, -40], [-73, -44], 573), ([11, 15], [0, 1], 554), ([0, 2], [0, 4], 339), ([-4, 9], [0, -1], 588), ([5, 39], [3, 3], 583), ([3, 1], [5, 4], 474), ([1, 10], [5, 14], 602), ([1, -7], [6, 15], 526), ([4, 0], [-8, 6], 603), ([-1, 10], [17, 6], 572), ([-4, 0], [14, -31], 528)]","[(387, 820.41064453125, 120.85355377197266), (458, 62.908912658691406, 193.4321746826172), (481, 511.78759765625, 586.4581298828125), (573, 623.48291015625, 179.11172485351562), (554, 111.5204849243164, 137.67868041992188), (339, 347.5782470703125, 34.041893005371094), (588, 82.35807800292969, 136.30844116210938), (583, 346.17730712890625, 33.2115478515625), (474, 734.1272583007812, 55.32202911376953), (602, 345.1434020996094, 213.15713500976562), (526, 652.3900146484375, 42.208709716796875), (603, 537.5319213867188, 362.02587890625), (572, 300.484130859375, 141.96035766601562), (528, 277.6447448730469, 44.608612060546875)]"
637,637,2,16,112,"[([1, 0], [0, 1], 387), ([3, 4], [-6, 10], 458), ([3, 2], [-2, -2], 481), ([-4, -43], [-75, -68], 573), ([6, 6], [-2, 0], 554), ([1, 0], [1, 4], 339), ([-4, 9], [1, -1], 588), ([1, 31], [2, 3], 583), ([-3, -5], [3, 1], 474), ([1, 10], [3, -14], 602), ([0, -6], [1, 19], 526), ([4, 0], [-4, 8], 603), ([-1, 10], [10, 4], 572), ([0, 0], [0, 0], 613), ([0, 0], [0, 0], 614), ([0, 0], [0, 0], 615), ([-5, 0], [8, -42], 528)]","[(387, 820.3834228515625, 120.92868041992188), (458, 63.23124313354492, 199.02517700195312), (481, 511.1997985839844, 585.58544921875), (573, 606.204833984375, 171.55238342285156), (554, 109.06187438964844, 137.18910217285156), (339, 347.65374755859375, 33.92463684082031), (588, 88.93553161621094, 136.95565795898438), (583, 346.34698486328125, 33.3848876953125), (474, 733.2672119140625, 55.04767608642578), (602, 345.64776611328125, 152.94381713867188), (526, 649.1998291015625, 43.25921630859375), (603, 537.6378173828125, 366.81463623046875), (572, 298.7774353027344, 143.59982299804688), (613, 43.87852096557617, 197.54342651367188), (614, 260.27227783203125, 44.079559326171875), (615, 107.11570739746094, 321.41253662109375), (528, 273.5472412109375, 43.13604736328125)]"
638,638,0,16,112,"[([0, 0], [1, 1], 387), ([4, 10], [-7, -4], 458), ([2, 2], [-1, -2], 481), ([-5, -41], [-76, -80], 573), ([4, 5], [2, -2], 554), ([1, -2], [1, 4], 339), ([-4, 9], [10, 28], 588), ([-1, -24], [1, 3], 583), ([-8, -7], [1, -3], 474), ([1, 10], [2, -35], 602), ([-1, -7], [-2, 11], 526), ([4, 0], [0, -15], 603), ([-1, 10], [4, 2], 572), ([1, 3], [1, 3], 613), ([1, -2], [1, -2], 614), ([0, 0], [0, 0], 615), ([-6, 2], [9, -31], 528)]","[(387, 820.345703125, 120.7426528930664), (458, 60.6663818359375, 201.602783203125), (481, 511.1118469238281, 585.7738037109375), (573, 592.685302734375, 168.31378173828125), (554, 114.07704162597656, 133.72210693359375), (339, 347.6428527832031, 33.85595703125), (588, 94.02362823486328, 138.27256774902344), (583, 346.6029357910156, 33.698638916015625), (474, 732.283447265625, 55.40777587890625), (602, 345.23876953125, 107.91049194335938), (526, 647.66357421875, 40.370338439941406), (603, 540.5773315429688, 325.1026611328125), (572, 296.1496887207031, 143.66595458984375), (613, 44.101287841796875, 202.46145629882812), (614, 261.36517333984375, 44.233734130859375), (615, 107.2738265991211, 321.03955078125), (528, 275.0233154296875, 50.613677978515625)]"
639,639,0,16,112,"[([1, 0], [0, 1], 387), ([4, 13], [-1, 0], 458), ([1, 2], [-1, -1], 481), ([-19, -48], [-69, -78], 573), ([1, 4], [3, -1], 554), ([1, 0], [0, 2], 339), ([-4, 9], [14, 41], 588), ([2, -53], [1, 2], 583), ([-9, -11], [0, -2], 474), ([1, 10], [1, -37], 602), ([-1, -5], [-6, 10], 526), ([4, 0], [0, -3], 603), ([-1, 10], [3, 1], 572), ([0, 2], [0, 2], 613), ([-1, -2], [-1, -2], 614), ([-4, 8], [-4, 8], 615), ([-6, 2], [7, -31], 528)]","[(387, 820.3199462890625, 120.77975463867188), (458, 64.30548095703125, 198.89256286621094), (481, 511.52642822265625, 585.1505126953125), (573, 585.8067626953125, 162.87530517578125), (554, 115.64283752441406, 133.15379333496094), (339, 347.6468505859375, 33.966896057128906), (588, 96.95729064941406, 138.79698181152344), (583, 346.857666015625, 33.973114013671875), (474, 733.3394165039062, 57.09181213378906), (602, 345.56964111328125, 73.27993774414062), (526, 645.35400390625, 37.669525146484375), (603, 539.560302734375, 355.54681396484375), (572, 296.5560302734375, 142.61175537109375), (613, 43.842681884765625, 201.03536987304688), (614, 259.7845458984375, 44.44647216796875), (615, 103.08952331542969, 330.79559326171875), (528, 278.7402648925781, 50.43756103515625)]"
640,640,0,15,112,"[([1, 0], [0, 0], 387), ([4, 8], [2, 2], 458), ([0, 2], [1, -2], 481), ([-28, -35], [-72, -65], 573), ([0, 5], [2, -1], 554), ([2, 1], [0, 1], 339), ([-4, 9], [12, 61], 588), ([3, -65], [1, 1], 583), ([-11, -6], [-7, 4], 474), ([1, 10], [1, -39], 602), ([-1, -1], [-8, -11], 526), ([-1, 10], [-3, -1], 572), ([3, 14], [3, 14], 613), ([0, -1], [0, -1], 614), ([-2, 12], [-2, 12], 615), ([-6, 2], [6, 2], 528)]","[(387, 820.130859375, 120.71752166748047), (458, 65.87992095947266, 201.46609497070312), (481, 512.1666259765625, 583.5526123046875), (573, 562.8488159179688, 153.7107696533203), (554, 114.22119903564453, 136.0384979248047), (339, 347.5628662109375, 34.07063293457031), (588, 94.94798278808594, 139.01516723632812), (583, 346.58978271484375, 34.13836669921875), (474, 726.611083984375, 56.76811218261719), (602, 345.4058837890625, 112.83177947998047), (526, 644.3885498046875, 37.70881652832031), (572, 295.61138916015625, 141.6219482421875), (613, 46.850730895996094, 200.51731872558594), (614, 260.9742736816406, 44.638694763183594), (615, 105.49288940429688, 322.71844482421875), (528, 277.1995544433594, 47.83697509765625)]"
641,641,0,14,112,"[([0, 0], [0, -1], 387), ([1, 3], [3, 2], 458), ([1, 0], [1, -2], 481), ([-39, -31], [-78, -71], 573), ([-1, 11], [2, -1], 554), ([1, 1], [0, 0], 339), ([-4, 9], [12, 67], 588), ([3, -71], [0, 1], 583), ([-11, -6], [-7, 5], 474), ([1, 10], [0, -40], 602), ([1, 3], [-10, -21], 526), ([-1, 11], [-6, -2], 572), ([3, 12], [3, 12], 613), ([-1, 0], [-1, 0], 614), ([-1, 17], [-1, 17], 615)]","[(387, 820.14501953125, 121.46405029296875), (458, 65.15322875976562, 199.5916748046875), (481, 512.4677124023438, 582.2036743164062), (573, 545.8228759765625, 148.22268676757812), (554, 113.3614273071289, 134.30213928222656), (339, 347.4866943359375, 34.022239685058594), (588, 94.85536193847656, 138.85418701171875), (583, 346.31103515625, 34.103515625), (474, 727.7777709960938, 55.445770263671875), (602, 345.3153381347656, 131.5045166015625), (526, 642.9154663085938, 37.34944152832031), (572, 294.48065185546875, 140.96417236328125), (613, 46.25646209716797, 200.2159423828125), (614, 259.96612548828125, 44.794593811035156), (615, 106.60335540771484, 321.3638916015625)]"
642,642,0,14,112,"[([0, 0], [0, -1], 387), ([1, -2], [3, 1], 458), ([0, 1], [1, -2], 481), ([-47, -12], [-66, -53], 573), ([5, 17], [5, 3], 554), ([1, 0], [0, -2], 339), ([-4, 9], [4, 65], 588), ([4, -43], [0, 1], 583), ([-5, 4], [-10, 4], 474), ([1, 10], [-1, -30], 602), ([2, 7], [-8, -28], 526), ([3, 3], [-4, -2], 572), ([3, 12], [4, 22], 613), ([-1, 0], [-2, 0], 614)]","[(387, 820.2260131835938, 121.84194946289062), (458, 66.26046752929688, 202.4496307373047), (481, 512.8386840820312, 582.2774658203125), (573, 540.0140991210938, 144.94351196289062), (554, 114.2608642578125, 138.1123504638672), (339, 347.72796630859375, 33.887603759765625), (588, 92.8262710571289, 142.98052978515625), (583, 346.21240234375, 34.116363525390625), (474, 723.656494140625, 55.06890106201172), (602, 344.9030456542969, 93.22341918945312), (526, 641.3392944335938, 37.3282470703125), (572, 294.82049560546875, 141.03012084960938), (613, 47.134273529052734, 202.5374755859375), (614, 258.73211669921875, 44.887855529785156)]"
643,643,0,14,112,"[([0, 0], [0, -1], 387), ([0, -9], [7, 12], 458), ([0, -2], [2, -1], 481), ([-49, 15], [-60, -44], 573), ([2, 12], [0, 3], 554), ([0, 2], [0, -4], 339), ([-6, 1], [-4, 45], 588), ([0, -18], [-1, -1], 583), ([1, 10], [-10, 2], 474), ([1, 10], [-1, 14], 602), ([1, 8], [-7, -22], 526), ([5, 1], [-2, -1], 572), ([3, 12], [2, 8], 613), ([-1, 0], [-5, -2], 614)]","[(387, 820.31103515625, 121.84503173828125), (458, 67.06707763671875, 204.88229370117188), (481, 513.1278686523438, 583.1435546875), (573, 532.401123046875, 140.8433837890625), (554, 114.653076171875, 139.76718139648438), (339, 347.72186279296875, 33.795265197753906), (588, 90.60450744628906, 149.20477294921875), (583, 345.91168212890625, 34.024566650390625), (474, 722.2620239257812, 55.213905334472656), (602, 344.7444763183594, 137.05096435546875), (526, 640.9181518554688, 36.973358154296875), (572, 294.4781188964844, 142.19573974609375), (613, 46.995582580566406, 203.84811401367188), (614, 256.2944030761719, 46.563087463378906)]"
644,644,0,12,112,"[([0, 0], [0, 0], 387), ([-2, -1], [3, 6], 458), ([-1, -4], [1, -1], 481), ([-65, 5], [-67, -47], 573), ([5, 9], [1, 4], 554), ([-3, 1], [0, -3], 339), ([-4, 8], [0, 0], 588), ([-1, -8], [-1, -1], 583), ([-27, -4], [-11, 2], 474), ([-1, 5], [-6, -23], 526), ([3, 0], [0, 0], 572), ([-1, 0], [-3, -8], 614)]","[(387, 820.555908203125, 122.31790161132812), (458, 67.3268814086914, 206.46026611328125), (481, 512.7432861328125, 583.8773193359375), (573, 518.4102172851562, 139.54705810546875), (554, 116.31986236572266, 141.47122192382812), (339, 347.6360168457031, 33.83264923095703), (588, 96.9988021850586, 143.61573791503906), (583, 345.89715576171875, 33.999725341796875), (474, 722.1241455078125, 56.72398376464844), (526, 639.6784057617188, 37.70210266113281), (572, 296.5063171386719, 142.90194702148438), (614, 256.337646484375, 45.262359619140625)]"
645,645,0,13,112,"[([0, 0], [0, 1], 387), ([0, -5], [2, 3], 458), ([-3, -4], [-1, 0], 481), ([-65, 5], [-57, -53], 573), ([7, 8], [3, 5], 554), ([-2, 0], [0, -3], 339), ([-2, 8], [4, -34], 588), ([-1, -3], [-1, 0], 583), ([-24, 0], [-5, -2], 474), ([-5, 2], [-6, -11], 526), ([3, 4], [1, 1], 572), ([-1, 0], [-5, -11], 614), ([-6, 3], [-5, -6], 528)]","[(387, 820.8381958007812, 121.70236206054688), (458, 67.50855255126953, 204.91358947753906), (481, 511.92919921875, 584.2951049804688), (573, 505.15594482421875, 140.07620239257812), (554, 117.34480285644531, 142.17144775390625), (339, 347.41973876953125, 33.80901336669922), (588, 98.1931381225586, 141.38238525390625), (583, 345.63525390625, 33.825347900390625), (474, 721.443115234375, 56.74632263183594), (526, 638.5740966796875, 38.689361572265625), (572, 296.4857177734375, 141.92681884765625), (614, 255.572021484375, 44.992218017578125), (528, 272.67681884765625, 42.960968017578125)]"
646,646,0,13,112,"[([0, 0], [1, 1], 387), ([-1, -22], [2, 1], 458), ([-1, -4], [-1, 1], 481), ([-68, -22], [-61, -11], 573), ([6, 3], [0, 2], 554), ([-2, 3], [0, 0], 339), ([-4, 9], [-2, -55], 588), ([-1, -1], [-1, -1], 583), ([-26, -12], [-8, -5], 474), ([-9, -5], [-6, -6], 526), ([-9, 31], [0, 1], 572), ([-1, 0], [-5, -12], 614), ([-8, 3], [3, 5], 528)]","[(387, 821.1007690429688, 122.52080535888672), (458, 67.80703735351562, 202.75535583496094), (481, 511.574951171875, 583.4921875), (573, 484.63031005859375, 141.33213806152344), (554, 113.94886779785156, 140.69534301757812), (339, 347.0816650390625, 33.92628479003906), (588, 92.58836364746094, 140.14718627929688), (583, 345.958740234375, 34.12591552734375), (474, 719.396728515625, 54.916595458984375), (526, 636.4737548828125, 39.92921447753906), (572, 294.6330871582031, 142.07427978515625), (614, 254.9549560546875, 44.17823791503906), (528, 276.5339050292969, 42.92193603515625)]"
647,647,0,12,112,"[([0, 0], [1, 1], 387), ([-2, -20], [3, 0], 458), ([0, -2], [-1, 1], 481), ([-68, -46], [-68, -7], 573), ([9, 3], [-2, -1], 554), ([-2, 6], [-1, 2], 339), ([-5, 9], [-3, -67], 588), ([-2, 0], [0, -1], 583), ([-53, -16], [-8, -5], 474), ([-10, -7], [-7, -5], 526), ([-11, 31], [-2, -1], 572), ([-1, 0], [-4, -12], 614)]","[(387, 821.1741943359375, 122.35641479492188), (458, 69.32135009765625, 201.92807006835938), (481, 511.57049560546875, 582.8304443359375), (573, 472.58709716796875, 136.9005126953125), (554, 112.24138641357422, 139.90859985351562), (339, 346.8539123535156, 33.802345275878906), (588, 89.9144515991211, 138.83489990234375), (583, 346.26116943359375, 34.119598388671875), (474, 715.280029296875, 57.72178649902344), (526, 634.5410766601562, 40.08961486816406), (572, 292.5218505859375, 142.0450439453125), (614, 254.33485412597656, 44.625404357910156)]"
648,648,0,12,112,"[([0, 0], [1, 1], 387), ([-1, -17], [3, -1], 458), ([-2, -2], [-2, 0], 481), ([-58, -70], [-66, -3], 573), ([4, 5], [-3, -1], 554), ([3, 2], [-1, 4], 339), ([-1, 16], [-1, -78], 588), ([-5, -1], [1, 0], 583), ([-11, -10], [-10, -4], 474), ([-10, -5], [-7, -5], 526), ([-9, 30], [-4, -1], 572), ([-1, 0], [-2, -8], 614)]","[(387, 821.4373779296875, 122.18203735351562), (458, 70.40332794189453, 201.0185546875), (481, 511.356201171875, 582.8519287109375), (573, 466.8984375, 135.81069946289062), (554, 111.46479797363281, 139.3553466796875), (339, 346.5663757324219, 33.73426818847656), (588, 89.57414245605469, 137.91754150390625), (583, 346.2152404785156, 33.9779052734375), (474, 712.6762084960938, 58.44810485839844), (526, 633.6087036132812, 39.84895324707031), (572, 290.8980407714844, 141.994873046875), (614, 254.23814392089844, 45.192665100097656)]"
649,649,0,12,112,"[([-1, 0], [1, 0], 387), ([-1, -13], [2, 1], 458), ([-2, -1], [-1, 0], 481), ([-57, -79], [-58, -2], 573), ([3, 8], [-8, -2], 554), ([3, 8], [-1, 7], 339), ([1, 21], [-7, -45], 588), ([-4, 0], [1, 0], 583), ([-4, -10], [-15, -3], 474), ([-8, -4], [-7, -5], 526), ([-11, 24], [-7, -2], 572), ([-1, 0], [-2, -5], 614)]","[(387, 821.677978515625, 122.61331176757812), (458, 69.38761138916016, 198.7276611328125), (481, 511.155517578125, 582.8739624023438), (573, 460.430908203125, 131.19583129882812), (554, 108.84616088867188, 137.7589111328125), (339, 346.6924133300781, 33.75379180908203), (588, 89.0093002319336, 137.20333862304688), (583, 346.440673828125, 33.68505859375), (474, 707.3314208984375, 59.783103942871094), (526, 632.87646484375, 39.916046142578125), (572, 289.5610046386719, 142.22232055664062), (614, 254.46652221679688, 44.97758483886719)]"
